year,state,id,state_code,latitude,longitude,deaths,births,maternal_mortality_ratio,population,employer,non_group,medicaid,medicare,military,uninsured,air_pollution_val,cancer_death_val,cardio_death_val,child_pov_val,choles_check_val,dent_vis_val,dentists_val,diabetes_val,drug_deaths_val,health_stat_fem_val,immun_child_val,income_ineq_val,infant_mort_val,infect_dis_val,obesity_val,phys_inac_val,prem_death_val,smoking_val,uninsured_val,all_determs_val,all_outcomes_val,chlamydia_val,prem_death_ri_val,teen_birth_val,primary_care_val
2016,Oklahoma,US.OK,OK,35.007752,-97.092877,20.0,52592.0,38.03,1979658.0,55.8,9.1,11.1,3.5,2.0,18.5,8.7,215.2,325.9,19.0,74.3,56.8,50.3,11.7,20.9,44.7,75.4,4.62,7.5,0.3,33.9,33.2,9895.0,22.2,14.7,-0.428,-0.264,536.6,1.2,38.5,123.7
2017,Oklahoma,US.OK,OK,35.007752,-97.092877,22.0,50214.0,43.81,1983302.0,57.2,8.1,10.3,3.2,2.3,18.8,8.1,216.9,335.2,21.7,74.3,58.2,49.6,12.0,20.3,44.8,67.0,4.73,7.7,0.28,32.8,28.5,9951.0,19.6,13.9,-0.326,-0.268,542.2,1.2,34.7,127.5
2018,Oklahoma,US.OK,OK,35.007752,-97.092877,17.0,49800.0,34.14,1990033.0,57.2,8.3,10.7,3.0,2.1,18.6,7.9,216.8,338.9,22.9,82.0,58.2,50.0,12.7,20.4,44.0,67.3,4.64,7.4,0.44,36.5,32.4,9992.0,20.1,14.0,-0.4320000000000001,-0.312,548.4,1.2,33.3,129.4
2019,Oklahoma,US.OK,OK,35.007752,-97.092877,14.0,49143.0,28.49,1996313.0,56.6,7.7,9.8,3.0,2.3,20.6,8.2,219.2,347.5,21.7,82.0,60.4,49.2,12.5,20.3,44.6,67.3,4.59,7.6,0.417,34.8,27.2,9945.0,19.7,14.2,-0.4370000000000001,-0.34,553.4,1.2,29.6,131.2
2011,Oregon,US.OR,OR,43.804133,-120.554201,10.0,45155.0,22.15,1955239.0,57.2,8.3,11.6,1.7,1.0,20.2,7.3,191.3,231.4,21.2,73.9,70.4,68.0,7.2,12.8,56.5,90.3,4.46,5.0,7.4,27.6,17.5,6489.0,15.1,16.8,0.316,0.159,300.5,1.3,37.2,126.9
2013,Oregon,US.OR,OR,43.804133,-120.554201,12.0,45155.0,26.58,1985655.0,56.9,7.7,12.4,2.5,1.1,19.4,7.0,191.1,212.2,18.3,72.6,65.3,68.3,9.9,13.3,53.1,66.7,4.71,4.8,-0.417,27.3,16.2,6516.0,17.9,14.6,0.3670000000000001,0.059,356.1,1.3,25.8,129.4
2017,Oregon,US.OR,OR,43.804133,-120.554201,12.0,43631.0,27.5,2089787.0,57.8,9.4,21.5,2.1,0.8,8.3,6.8,190.6,217.6,18.2,76.6,67.9,67.9,9.5,12.3,52.6,58.1,4.51,5.1,0.01,28.7,17.2,6507.0,16.2,6.6,0.246,0.051,410.7,1.2,19.2,143.8
2009,Pennsylvania,US.PA,PA,41.203322,-77.194525,39.0,146434.0,26.63,6497024.0,66.9,6.4,12.9,1.8,0.5,11.4,13.9,203.7,288.7,15.4,77.4,71.0,59.0,8.8,13.4,52.4,80.4,4.62,7.6,17.8,28.4,25.7,7723.0,21.3,9.7,-0.046,0.025,341.6,1.8,31.0,127.7
2010,Pennsylvania,US.PA,PA,41.203322,-77.194525,34.0,143321.0,23.72,6512016.0,65.2,6.6,13.1,1.9,0.5,12.6,13.3,200.5,276.6,14.5,78.6,71.1,59.2,9.0,14.0,53.5,87.78,4.6,7.5,16.8,28.1,25.7,7513.0,20.2,10.6,0.009000000000000001,0.039,339.3,1.7,31.5,127.2
2011,Pennsylvania,US.PA,PA,41.203322,-77.194525,23.0,143178.0,16.06,6528324.0,64.5,6.5,13.7,2.0,0.7,12.6,12.4,199.9,276.7,16.4,78.6,72.3,59.0,10.3,14.6,53.9,92.3,4.7,7.3,7.5,29.2,25.8,7410.0,18.4,11.0,0.099,0.029,341.7,1.7,31.5,127.8
2012,Pennsylvania,US.PA,PA,41.203322,-77.194525,30.0,142514.0,21.05,6533359.0,65.3,6.5,13.4,2.1,0.6,12.1,12.0,200.3,266.9,17.3,77.9,72.3,59.3,9.5,15.1,52.2,91.73,4.76,7.2,9.7,28.6,26.2,7634.0,22.4,10.9,0.075,-0.094,374.1,1.6,27.0,127.0
2013,Pennsylvania,US.PA,PA,41.203322,-77.194525,35.0,140921.0,24.84,6531461.0,64.9,6.8,13.4,2.1,0.6,12.2,11.7,199.3,261.8,19.7,77.9,68.5,59.1,10.2,16.2,52.5,68.3,4.74,6.9,-0.194,29.1,23.4,7408.0,21.4,11.4,0.004,-0.026,416.3,1.6,24.9,129.8
2014,Pennsylvania,US.PA,PA,41.203322,-77.194525,35.0,142268.0,24.6,6533392.0,64.3,8.9,13.5,2.1,0.5,10.6,11.7,200.3,259.7,16.9,77.6,68.5,60.1,10.1,17.4,52.2,75.5,4.81,6.7,-0.23,30.0,26.3,7287.0,21.0,9.7,0.054000000000000006,-0.045,431.6,1.6,23.7,130.3
2015,Pennsylvania,US.PA,PA,41.203322,-77.194525,32.0,141047.0,22.69,6538129.0,64.6,9.2,16.4,2.2,0.5,7.1,11.4,199.6,260.3,19.4,77.6,66.8,60.2,11.2,18.7,53.0,78.6,4.8,6.8,-0.43,30.2,23.3,7204.0,19.9,9.1,0.039,-0.067,407.8,1.6,20.9,135.1
2016,Pennsylvania,US.PA,PA,41.203322,-77.194525,41.0,139409.0,29.41,6523033.0,63.7,9.0,17.9,2.4,0.5,6.4,11.0,199.8,259.3,19.0,79.1,66.8,60.7,10.4,19.8,50.7,72.8,4.74,6.3,-0.603,30.0,27.8,7189.0,18.1,7.5,0.035,-0.052000000000000005,395.6,1.5,19.3,192.9
2017,Pennsylvania,US.PA,PA,41.203322,-77.194525,40.0,137745.0,29.04,6534208.0,64.3,8.1,18.2,2.8,0.6,6.0,10.1,199.6,263.3,17.6,79.1,66.4,60.7,11.3,22.2,51.6,73.7,4.76,6.0,-0.417,30.3,22.9,7541.0,18.0,6.0,0.06,-0.046,418.1,1.5,17.8,199.8
2018,Pennsylvania,US.PA,PA,41.203322,-77.194525,29.0,135673.0,21.37,6532400.0,65.0,7.5,18.5,2.1,0.6,6.3,9.7,200.3,265.7,18.5,86.1,66.4,60.3,10.6,28.1,50.2,70.4,4.96,6.1,-0.073,31.6,24.9,8013.0,18.7,5.6,0.022,-0.036000000000000004,444.7,1.5,15.9,208.7
2019,Pennsylvania,US.PA,PA,41.203322,-77.194525,39.0,134230.0,29.05,6527628.0,64.3,7.1,18.8,2.0,0.9,6.9,9.2,200.2,269.0,16.8,86.1,69.5,60.5,11.3,35.1,47.6,70.4,4.82,6.1,-0.343,30.9,24.0,8186.0,17.0,5.5,0.058,-0.056,440.8,1.4,14.8,216.3
2009,South Carolina,US.SC,SC,33.836081,-81.163725,23.0,60620.0,37.94,2357030.0,56.5,5.9,11.5,2.5,2.4,21.2,12.6,203.5,291.5,19.8,79.4,67.7,45.3,10.1,11.7,51.2,78.8,4.74,8.5,23.4,30.7,27.2,9513.0,20.0,16.1,-0.363,-0.124,599.7,1.4,53.0,105.9
2010,South Carolina,US.SC,SC,33.836081,-81.163725,18.0,58342.0,30.85,2375263.0,55.7,5.2,11.7,2.7,2.6,22.0,11.7,201.4,279.2,17.6,79.0,67.7,46.4,10.3,12.6,49.8,90.5,4.89,8.3,20.0,30.1,26.2,9521.0,20.4,16.4,-0.297,-0.099,587.6,1.4,53.6,104.3
2011,South Carolina,US.SC,SC,33.836081,-81.163725,19.0,57393.0,33.11,2402602.0,54.8,5.6,11.9,3.3,2.8,21.6,11.0,202.3,276.4,25.7,79.0,63.4,46.6,10.7,12.8,51.6,92.0,4.81,7.6,8.0,32.0,27.8,9099.0,21.0,18.7,-0.397,-0.124,584.4,1.3,53.1,104.6
2012,South Carolina,US.SC,SC,33.836081,-81.163725,16.0,57155.0,27.99,2426510.0,55.2,5.2,12.6,3.0,2.4,21.8,10.5,203.0,277.6,26.3,77.3,63.4,47.1,12.1,13.6,47.0,89.03,4.96,7.2,11.3,30.8,27.2,9145.0,23.1,19.7,-0.557,-0.134,573.5,1.3,42.6,106.4
2013,South Carolina,US.SC,SC,33.836081,-81.163725,17.0,56795.0,29.93,2451720.0,55.5,5.4,12.7,2.9,2.6,21.0,10.2,201.8,272.8,22.0,77.2,59.6,47.7,11.6,13.9,46.2,71.8,4.9,7.4,0.913,31.6,25.0,9098.0,22.5,16.6,-0.516,-0.119,625.5,1.3,39.1,105.9
2014,South Carolina,US.SC,SC,33.836081,-81.163725,24.0,57627.0,41.65,2483088.0,54.6,7.4,13.5,3.2,2.7,18.6,9.5,203.5,272.2,18.5,78.5,59.6,48.0,12.5,13.5,49.7,66.5,4.9,7.5,0.77,31.7,26.9,8645.0,22.0,16.3,-0.448,-0.193,580.2,1.3,36.6,107.9
2015,South Carolina,US.SC,SC,33.836081,-81.163725,20.0,58139.0,34.4,2517178.0,56.5,9.0,15.0,3.0,2.4,14.1,9.0,203.2,271.8,22.5,78.5,58.3,47.9,12.0,13.0,48.7,72.6,4.77,7.2,0.647,32.1,25.3,8592.0,21.5,14.7,-0.397,-0.158,541.8,1.2,31.6,108.8
2016,South Carolina,US.SC,SC,33.836081,-81.163725,28.0,57342.0,48.83,2553185.0,57.4,9.7,14.8,3.0,2.4,12.8,7.9,202.7,274.1,18.8,79.0,58.3,48.0,11.8,13.4,50.8,68.2,4.67,6.7,0.873,31.7,26.7,8796.0,19.7,12.3,-0.345,-0.187,588.2,1.2,28.5,124.3
2017,South Carolina,US.SC,SC,33.836081,-81.163725,24.0,57029.0,42.08,2586682.0,56.8,9.1,14.1,3.1,2.3,14.6,7.8,201.3,277.0,22.6,79.0,60.0,48.2,13.0,14.5,50.2,69.7,4.74,6.7,0.7929999999999999,32.3,26.9,9131.0,20.0,10.5,-0.424,-0.187,569.9,1.2,26.2,127.0
2018,South Carolina,US.SC,SC,33.836081,-81.163725,16.0,56669.0,28.23,2620801.0,57.2,8.8,14.7,2.8,2.7,13.8,7.4,202.0,277.7,23.0,87.5,60.0,48.3,13.4,16.1,49.8,66.0,4.77,7.0,0.79,34.1,28.4,9232.0,18.8,10.5,-0.379,-0.188,575.5,1.2,23.7,128.9
2019,South Carolina,US.SC,SC,33.836081,-81.163725,24.0,57038.0,42.08,2655575.0,58.3,8.6,13.9,3.2,2.4,13.6,7.4,201.7,278.5,22.6,87.5,61.8,47.8,13.3,18.0,48.4,66.0,4.74,6.7,0.887,34.3,26.7,9255.0,18.0,10.8,-0.411,-0.184,641.6,1.2,21.6,131.3
2009,Tennessee,US.TN,TN,35.517491,-86.58044699999998,10.0,82211.0,12.16,3231769.0,57.0,6.3,14.4,2.6,1.8,17.9,13.0,215.3,326.4,21.6,79.6,66.8,48.7,10.3,15.4,46.4,83.1,4.61,8.5,18.0,31.2,28.9,9638.0,23.1,14.7,-0.29,-0.179,436.4,1.4,54.7,122.0
2012,Tennessee,US.TN,TN,35.517491,-86.58044699999998,40.0,80371.0,49.77,3307480.0,56.4,6.2,15.0,2.9,1.9,17.7,10.4,214.5,309.3,22.5,79.0,66.3,48.4,11.2,15.7,46.3,89.48,4.86,8.0,9.1,29.2,35.1,9513.0,23.0,13.9,-0.263,-0.226,446.4,1.3,43.2,120.4
2013,Tennessee,US.TN,TN,35.517491,-86.58044699999998,28.0,79992.0,35.0,3328884.0,55.9,6.7,14.8,2.9,2.2,17.5,10.1,213.3,300.8,26.3,79.0,61.4,48.9,11.9,16.4,44.5,73.1,4.78,7.7,-0.201,31.1,28.6,9440.0,24.9,13.6,-0.349,-0.23,490.1,1.2,40.8,122.4
2014,Tennessee,US.TN,TN,35.517491,-86.58044699999998,24.0,81602.0,29.41,3357172.0,54.9,8.5,16.4,2.8,2.1,15.3,9.5,213.5,300.6,26.7,81.1,61.4,49.5,12.2,17.2,46.0,68.5,4.75,7.3,0.01,33.7,37.2,9168.0,24.3,13.9,-0.429,-0.285,507.9,1.2,38.5,124.4
2015,Tennessee,US.TN,TN,35.517491,-86.58044699999998,29.0,81685.0,35.5,3382838.0,56.7,9.0,16.4,3.1,2.0,12.7,9.1,213.7,299.0,26.2,81.1,58.3,50.0,13.0,17.6,44.7,71.9,4.89,7.0,-0.223,31.2,26.8,9088.0,24.2,12.9,-0.319,-0.267,470.4,1.2,34.7,126.4
2016,Tennessee,US.TN,TN,35.517491,-86.58044699999998,25.0,80807.0,30.94,3408679.0,56.9,9.1,18.0,2.6,2.0,11.4,8.6,215.6,302.7,22.0,80.2,58.3,49.6,12.7,18.3,45.2,70.1,4.69,6.9,-0.17,33.8,30.4,9369.0,21.9,11.2,-0.365,-0.262,474.0,1.2,33.0,135.1
2017,Tennessee,US.TN,TN,35.517491,-86.58044699999998,39.0,81016.0,48.14,3440018.0,58.2,8.3,17.4,2.8,2.0,11.4,8.2,216.5,308.0,21.9,80.2,59.1,49.2,12.7,19.9,46.7,67.4,4.65,6.9,-0.38,34.8,28.4,9467.0,22.1,9.7,-0.381,-0.257,477.5,1.1,30.6,138.5
2018,Tennessee,US.TN,TN,35.517491,-86.58044699999998,27.0,80751.0,33.44,3467086.0,57.3,7.9,17.0,2.8,2.1,12.8,7.7,217.7,310.4,22.6,89.0,59.1,49.4,13.1,22.0,44.8,79.3,4.71,7.2,-0.177,32.8,30.6,9756.0,22.6,9.3,-0.28600000000000003,-0.281,489.4,1.1,28.0,140.2
2019,Tennessee,US.TN,TN,35.517491,-86.58044699999998,30.0,80450.0,37.29,3496935.0,58.8,7.7,16.4,2.6,1.9,12.5,7.4,217.2,313.6,22.3,89.0,58.3,49.5,13.8,24.3,43.9,79.3,4.75,7.4,-0.277,34.4,30.9,9931.0,20.7,9.8,-0.303,-0.338,522.4,1.2,26.6,139.1
2009,Texas,US.TX,TX,31.968599,-99.901813,127.0,401977.0,31.59,12500150.0,54.4,5.3,7.8,1.7,1.8,29.0,11.0,183.7,281.4,23.1,70.7,62.6,45.6,9.7,9.2,46.3,78.6,4.83,6.3,22.9,28.9,28.5,7485.0,18.5,25.1,-0.359,0.049,358.9,1.4,63.1,95.0
2010,Texas,US.TX,TX,31.968599,-99.901813,101.0,386118.0,26.16,12673281.0,53.4,5.0,8.3,1.5,1.8,29.9,10.7,182.8,272.2,25.6,71.9,62.6,45.8,9.3,9.2,48.5,88.75,4.87,6.2,20.4,29.5,27.3,7540.0,17.9,25.6,-0.416,0.049,414.6,1.2,64.2,95.4
2011,Texas,US.TX,TX,31.968599,-99.901813,131.0,377445.0,34.71,12932239.0,53.1,5.1,8.8,1.7,1.9,29.4,10.4,182.4,267.8,26.5,71.9,61.7,46.3,9.7,9.3,48.1,89.0,4.8,6.1,18.4,31.7,26.6,7492.0,15.8,25.0,-0.539,0.032,427.4,1.2,63.4,95.6
2012,Texas,US.TX,TX,31.968599,-99.901813,159.0,382727.0,41.54,13111469.0,53.4,5.3,8.9,1.6,1.8,29.1,10.3,182.4,265.3,25.5,68.4,61.7,47.6,10.2,9.5,44.3,90.13,4.92,6.1,19.1,30.4,27.2,7646.0,19.2,24.2,-0.273,0.002,476.7,1.2,52.2,95.0
2013,Texas,US.TX,TX,31.968599,-99.901813,168.0,387340.0,43.37,13301191.0,53.4,5.6,9.0,1.7,1.8,28.5,10.2,181.0,256.7,24.5,68.4,58.8,48.5,10.6,10.0,45.3,64.8,4.89,5.9,0.112,29.2,27.2,7366.0,18.2,24.2,-0.247,-0.003,496.6,1.3,46.9,95.3
2014,Texas,US.TX,TX,31.968599,-99.901813,147.0,399766.0,36.77,13574572.0,54.8,7.8,9.2,1.7,1.8,24.6,10.2,182.5,255.3,24.2,74.8,58.8,49.3,10.9,9.9,42.1,72.5,4.94,5.8,0.11,30.9,30.1,7050.0,15.9,22.3,-0.172,0.063,494.8,1.2,44.4,98.8
2015,Texas,US.TX,TX,31.968599,-99.901813,157.0,403618.0,38.9,13831324.0,56.5,9.0,9.0,1.8,1.7,22.0,9.9,182.3,253.5,23.8,74.8,58.2,50.5,11.0,9.8,44.4,64.0,5.01,5.8,0.503,31.9,27.6,7084.0,14.5,20.6,-0.235,0.044,498.3,1.2,41.0,99.4
2016,Texas,US.TX,TX,31.968599,-99.901813,153.0,398047.0,38.44,14031164.0,56.6,9.2,8.7,1.7,1.9,21.9,9.4,182.2,256.9,21.4,72.6,58.2,51.9,11.4,9.6,43.2,71.2,4.81,5.8,0.29,32.4,29.5,7183.0,15.2,18.1,-0.224,0.016,496.1,1.2,37.8,110.3
2017,Texas,US.TX,TX,31.968599,-99.901813,147.0,382050.0,38.48,14242803.0,56.9,8.2,9.1,1.7,1.7,22.4,8.9,180.9,261.1,19.2,72.6,59.4,52.3,11.2,9.7,43.2,69.5,4.83,5.8,0.277,33.6,25.2,7175.0,14.3,16.9,-0.214,0.027000000000000003,523.6,1.2,34.4,112.9
2018,Texas,US.TX,TX,31.968599,-99.901813,94.0,378624.0,24.83,14441739.0,56.8,8.0,8.8,1.6,1.8,22.9,8.6,180.5,264.2,22.4,84.6,59.4,52.7,11.9,10.0,42.4,67.8,4.85,5.7,0.237,33.0,32.1,7199.0,15.7,17.0,-0.292,0.006,520.4,1.2,30.7,113.2
2019,Texas,US.TX,TX,31.968599,-99.901813,89.0,377599.0,23.57,14593179.0,57.4,7.6,8.3,1.8,1.7,23.2,8.3,180.3,267.7,21.1,84.6,60.7,52.9,12.6,10.3,44.9,67.8,4.86,5.8,0.13,34.8,25.6,7240.0,14.4,17.5,-0.26,0.016,535.4,1.2,27.5,113.5
2013,Utah,US.UT,UT,39.32098,-111.093731,16.0,50957.0,31.4,1441891.0,64.1,8.4,7.7,1.5,1.3,17.0,9.3,142.3,208.0,13.7,66.3,68.4,65.8,7.2,18.6,57.1,73.0,3.93,5.2,-0.028,24.3,16.5,6231.0,10.6,14.5,0.43,0.265,256.4,1.7,23.1,88.5
2014,Utah,US.UT,UT,39.32098,-111.093731,12.0,51154.0,23.46,1463152.0,65.0,10.1,7.2,1.2,1.3,15.2,10.1,145.7,212.2,9.2,68.3,68.4,65.8,7.1,20.1,58.4,75.2,3.91,5.2,-0.35,24.1,20.6,6143.0,10.3,14.2,0.468,0.261,270.3,1.8,23.3,90.8
2015,Utah,US.UT,UT,39.32098,-111.093731,13.0,50778.0,25.6,1488819.0,65.0,12.0,7.4,1.2,1.2,13.2,8.9,146.1,218.8,12.0,68.3,68.9,65.2,7.1,21.9,58.1,70.8,3.81,5.0,-0.197,25.7,16.8,6157.0,9.7,13.3,0.397,0.255,263.9,1.9,20.6,90.5
2017,Utah,US.UT,UT,39.32098,-111.093731,10.0,48585.0,20.58,1540145.0,67.9,11.2,7.9,1.4,1.1,10.5,8.1,150.5,231.8,9.0,68.3,72.9,61.7,7.2,22.9,59.7,72.2,3.75,5.0,-0.13,25.3,15.7,6399.0,8.8,9.7,0.491,0.243,293.3,1.9,17.9,99.8
2019,Utah,US.UT,UT,39.32098,-111.093731,14.0,46826.0,29.9,1591041.0,68.3,10.8,6.7,0.8,1.4,11.9,8.4,149.8,238.7,9.5,80.0,72.0,62.1,8.4,23.0,55.6,67.9,3.7,5.6,-0.25,27.7,17.5,6391.0,9.0,9.3,0.476,0.152,326.7,1.8,15.1,102.0
2009,Virginia,US.VA,VA,37.431573,-78.656894,11.0,105059.0,10.47,4037895.0,66.0,6.4,6.6,2.2,4.6,14.1,12.1,197.1,272.3,14.8,79.6,75.1,58.1,7.9,8.1,58.2,73.2,4.62,7.4,14.8,25.8,23.6,7000.0,16.4,13.6,0.225,0.057,318.7,1.5,35.2,125.0
2011,Virginia,US.VA,VA,37.431573,-78.656894,18.0,102652.0,17.53,4120439.0,64.4,6.4,6.6,2.3,4.8,15.5,10.4,194.1,256.9,12.3,80.7,78.4,59.1,8.7,8.7,58.4,90.28,4.73,7.0,7.0,26.4,23.3,6897.0,18.5,13.4,0.306,0.037000000000000005,392.0,1.5,33.5,126.8
2012,Virginia,US.VA,VA,37.431573,-78.656894,14.0,103013.0,13.59,4164342.0,64.2,6.4,7.0,2.2,4.7,15.6,9.7,192.0,248.1,14.7,79.2,78.4,59.4,10.4,8.0,52.3,88.88,4.78,7.0,8.2,29.2,25.1,7124.0,20.9,13.7,0.255,0.006999999999999999,384.9,1.4,27.4,125.3
2013,Virginia,US.VA,VA,37.431573,-78.656894,15.0,102147.0,14.68,4198203.0,62.9,6.5,7.2,2.5,5.0,15.9,9.3,190.4,241.8,13.5,79.2,70.4,59.9,10.6,8.3,52.0,69.8,4.84,6.8,-0.14,27.4,22.5,6816.0,19.0,12.9,0.244,0.015,453.9,1.4,24.5,124.4
2014,Virginia,US.VA,VA,37.431573,-78.656894,18.0,103300.0,17.42,4231045.0,63.7,8.4,7.0,2.2,5.1,13.6,8.7,189.5,241.1,14.5,80.1,70.4,61.9,9.8,8.4,52.7,69.2,4.8,6.6,-0.29,27.2,25.5,6502.0,19.0,12.4,0.241,0.058,431.8,1.4,22.9,125.8
2015,Virginia,US.VA,VA,37.431573,-78.656894,31.0,103303.0,30.01,4258228.0,63.0,9.5,8.2,2.3,5.1,11.8,8.3,189.2,239.1,11.3,80.1,69.3,62.8,9.7,9.5,53.0,73.7,4.88,6.3,-0.43,28.5,23.5,6435.0,19.5,11.6,0.228,0.066,407.0,1.3,20.1,127.2
2016,Virginia,US.VA,VA,37.431573,-78.656894,47.0,102460.0,45.87,4274994.0,64.4,9.5,8.0,2.3,5.0,10.8,7.8,189.2,239.0,13.6,81.1,69.3,63.6,10.3,10.1,53.7,64.4,4.79,6.0,-0.34,29.2,25.1,6508.0,16.5,10.0,0.209,0.055,436.4,1.3,18.4,138.1
2017,Virginia,US.VA,VA,37.431573,-78.656894,40.0,100391.0,39.84,4303293.0,63.8,9.2,8.1,2.5,5.2,11.3,7.5,190.1,239.1,13.0,81.1,70.5,63.6,10.4,11.3,52.7,65.9,4.79,5.8,-0.443,29.0,23.3,6696.0,15.3,8.9,0.241,0.062,424.5,1.3,17.1,141.8
2018,Virginia,US.VA,VA,37.431573,-78.656894,23.0,99843.0,23.04,4327037.0,65.2,8.3,8.5,2.5,5.0,10.5,7.2,190.7,239.6,14.3,87.0,70.5,62.5,10.5,13.4,52.5,77.1,4.73,5.9,-0.317,30.0,25.9,6877.0,16.4,8.8,0.28600000000000003,0.019,473.2,1.3,15.5,144.6
2019,Virginia,US.VA,VA,37.431573,-78.656894,32.0,97429.0,32.84,4335262.0,65.7,7.0,10.7,2.4,4.9,9.4,6.9,190.1,242.6,13.7,87.0,71.7,62.6,10.5,15.4,52.5,77.1,4.87,5.9,-0.303,30.3,22.0,6914.0,14.9,8.8,0.293,0.055,500.3,1.3,15.0,148.1
2009,Washington,US.WA,WA,47.751074,-120.740139,12.0,89313.0,13.44,3343920.0,61.4,7.9,11.1,1.5,2.2,15.9,9.1,187.3,248.1,13.2,73.2,73.3,68.4,6.9,13.9,57.0,77.7,4.16,4.8,12.1,26.0,19.3,6062.0,15.7,11.8,0.328,0.207,290.4,1.7,33.4,125.0
2010,Washington,US.WA,WA,47.751074,-120.740139,11.0,86539.0,12.71,3374833.0,60.6,7.6,10.7,1.4,2.5,17.2,9.4,187.0,241.7,18.0,72.8,73.3,68.6,7.7,14.5,56.1,88.63,4.29,5.1,11.1,26.9,19.5,6080.0,14.9,12.6,0.342,0.202,326.8,1.8,34.8,124.6
2011,Washington,US.WA,WA,47.751074,-120.740139,14.0,86976.0,16.1,3420356.0,59.7,7.9,10.0,1.6,2.8,17.9,9.6,189.5,239.4,16.1,72.8,72.1,69.7,7.6,14.7,55.8,88.63,4.36,5.2,9.1,26.2,18.3,6163.0,15.2,13.2,0.25,0.193,320.9,1.8,34.6,124.6
2012,Washington,US.WA,WA,47.751074,-120.740139,17.0,87463.0,19.44,3455462.0,60.1,7.8,10.4,1.7,2.6,17.4,9.3,188.6,227.0,18.9,70.7,72.1,71.2,8.9,14.4,53.5,87.73,4.43,4.7,10.3,26.5,22.0,6327.0,17.5,14.2,0.399,0.078,317.5,1.9,26.7,124.6
2013,Washington,US.WA,WA,47.751074,-120.740139,20.0,86577.0,23.1,3488736.0,59.9,7.8,9.8,1.9,2.6,18.1,8.5,186.4,217.6,14.8,70.7,67.6,71.2,8.8,14.1,52.7,65.2,4.48,4.5,-0.08199999999999999,26.8,18.9,6062.0,17.2,14.0,0.28300000000000003,0.12,346.2,2.0,25.4,123.4
2014,Washington,US.WA,WA,47.751074,-120.740139,20.0,88585.0,22.58,3531595.0,59.9,8.8,15.3,2.0,2.9,11.1,8.1,184.7,214.8,15.9,74.5,67.6,71.3,8.6,14.0,53.7,70.8,4.63,4.9,0.19,27.2,20.0,5912.0,16.1,13.9,0.33,0.069,360.1,1.9,23.4,126.7
2015,Washington,US.WA,WA,47.751074,-120.740139,11.0,88990.0,12.36,3585353.0,60.2,9.9,18.2,1.9,2.4,7.5,8.0,182.8,212.9,16.8,74.5,66.9,71.0,8.9,14.1,53.5,67.4,4.51,4.8,-0.597,27.3,18.1,5835.0,15.3,11.6,0.35700000000000004,0.155,361.8,1.8,20.5,128.2
2016,Washington,US.WA,WA,47.751074,-120.740139,12.0,90505.0,13.26,3646600.0,61.7,8.6,18.4,1.7,2.7,6.9,8.3,182.0,213.3,17.4,74.5,66.9,72.8,8.4,13.8,55.6,77.1,4.43,4.5,-0.63,26.4,19.0,5973.0,15.0,7.9,0.4270000000000001,0.156,381.2,1.8,19.1,141.4
2017,Washington,US.WA,WA,47.751074,-120.740139,24.0,87562.0,27.41,3702270.0,62.3,8.2,17.8,1.9,2.3,7.5,7.8,183.3,215.7,15.1,74.5,68.2,71.6,9.4,14.2,53.6,75.7,4.37,4.7,0.3,28.6,17.6,6096.0,13.9,6.3,0.39,0.13,406.4,1.8,17.6,144.0
2018,Washington,US.WA,WA,47.751074,-120.740139,21.0,86085.0,24.39,3765680.0,63.0,7.4,17.8,1.5,2.2,8.0,8.0,184.3,217.6,13.7,85.6,68.2,70.9,9.1,14.6,51.3,69.9,4.4,4.6,-0.363,27.7,19.2,5942.0,13.5,6.1,0.453,0.13,435.9,1.9,16.6,146.5
2019,Washington,US.WA,WA,47.751074,-120.740139,31.0,84895.0,36.52,3802910.0,64.0,7.0,16.9,1.7,2.2,8.2,8.0,184.7,222.4,12.5,85.6,69.2,70.6,9.9,15.2,53.2,69.9,4.38,4.1,-0.303,28.7,17.6,6094.0,12.0,6.3,0.425,0.114,435.2,1.8,14.7,150.0
2018,West Virginia,US.WV,WV,38.597626,-80.454903,10.0,18248.0,54.8,911492.0,56.0,4.6,26.6,3.7,1.1,8.0,7.8,227.4,299.6,24.0,86.6,57.6,47.9,15.2,41.4,40.1,74.7,5.17,7.2,-1.017,38.1,31.6,11136.0,26.0,5.7,-0.285,-0.318,261.4,1.2,29.4,168.5
2009,Wisconsin,US.WI,WI,43.78444,-88.787868,13.0,70843.0,18.35,2856103.0,68.0,5.5,14.3,1.5,0.5,10.1,11.3,192.7,258.3,13.1,76.5,73.2,51.8,7.2,10.4,57.1,83.6,3.94,6.4,5.8,26.1,22.0,6268.0,19.9,8.9,0.377,0.159,349.1,2.0,30.9,120.0
2010,Wisconsin,US.WI,WI,43.78444,-88.787868,12.0,68487.0,17.52,2864586.0,66.1,5.7,15.8,1.2,0.8,10.5,11.1,192.5,250.5,15.5,76.8,73.3,52.6,8.2,10.8,58.5,93.53,4.17,6.7,5.0,29.2,22.0,6479.0,18.8,9.6,0.297,0.157,373.1,1.9,32.2,120.6
